video_id,comment_text,text_cleaned,text_removal,text_normalized,text_manual_replaced,text_tokenize,label
video1,Informasi yg bagus,informasi yg bagus,informasi yg bagus,informasi yang bagus,informasi yang bagus,"['informasi', 'yang', 'bagus']",1
video2,thank's dok..seneng deh dg informasinye..,thank s dok seneng deh dg informasinye,thank s dok neng deh dg informasinye,thank si dok neng deh dengan informasinye,thank si dok neng deh dengan informasinye,"['thank', 'si', 'dok', 'neng', 'deh', 'dengan', 'informasinye']",1
video3,"HaLeLuya, puji tuhan dr adalah salah satu anak tuhan yeaus yg Berani suara kan kebenaran dan kejujuran 😇 aamen",haleluya puji tuhan dr adalah salah satu anak tuhan yeaus yg berani suara kan kebenaran dan kejujuran aamen,haleluya puji tuhan dr salah satu anak tuhan yeaus yg berani suara kan benar jujur aamen,haleluya puji tuhan dari salah satu anak tuhan yeaus yang berani suara kan benar jujur aamen,haleluya puji tuhan dari salah satu anak tuhan yeaus yang berani suara kan benar jujur aamen,"['haleluya', 'puji', 'tuhan', 'dari', 'salah', 'satu', 'anak', 'tuhan', 'yeaus', 'yang', 'berani', 'suara', 'kan', 'benar', 'jujur', 'aamen']",1
video2,"dicermati dulu penyebabnya, bukan dari kasiat dan tujuan obat 
dr richard ente kadang2 ..
penyebabnya dicurigai etilen glikol yg digunakan sebagai elmutor / emulsi 
yg seharusnya pakai gliserin yg relatif lebih aman 
dikarenakan harganya melambung, digantilah dgn etilen glikol yg mana dibatasi 0,2 ppm oleh FDA US
jadi hal ini bisa terjadi di semua obat cair / sirup yg mana pakai bahan pengikat (emulsi) supaya tidak mengendap
jadi ingat sewaktu kecil, klo minum obat harus di kotjok dahulu 
yg mana lebih aman krn tidak pakai bahan emulsi yg tidak diPerlukan utk pengobatan.",dicermati dulu penyebabnya bukan dari kasiat dan tujuan obat dr richard ente kadang penyebabnya dicurigai etilen glikol yg digunakan sebagai elmutor emulsi yg seharusnya pakai gliserin yg relatif lebih aman dikarenakan harganya melambung digantilah dgn etilen glikol yg mana dibatasi ppm oleh fda us jadi hal ini bisa terjadi di semua obat cair sirup yg mana pakai bahan pengikat emulsi supaya tidak mengendap jadi ingat sewaktu kecil klo minum obat harus di kotjok dahulu yg mana lebih aman krn tidak pakai bahan emulsi yg tidak diperlukan utk pengobatan,cermat dulu bukan kasiat tuju obat dr richard ente kadang curiga etilen glikol yg bagai elmutor emulsi yg pakai gliserin yg relatif lebih aman harga lambung ganti dgn etilen glikol yg mana batas ppm fda us jadi ini jadi semua obat cair sirup yg mana pakai bahan ikat emulsi endap jadi ingat waktu kecil klo minum obat di kotjok yg mana lebih aman krn pakai bahan emulsi yg tidak perlu utk obat,cermat dulu bukan kasiat tuju obat dari richard ente kadang curiga etilen glikol yang bagai elmutor emulsi yang pakai gliserin yang relatif lebih aman harga lambung ganti dengan etilen glikol yang mana batas ppm fda us jadi ini jadi semua obat cair sirup yang mana pakai bahan ikat emulsi endap jadi ingat waktu kecil kalo minum obat di kotjok yang mana lebih aman karena pakai bahan emulsi yang tidak perlu untuk obat,cermat dulu bukan kasiat tuju obat dari richard ente kadang curiga etilen glikol yang bagai elmutor emulsi yang pakai gliserin yang relatif lebih aman harga lambung ganti dengan etilen glikol yang mana batas ppm fda us jadi ini jadi semua obat cair sirup yang mana pakai bahan ikat emulsi endap jadi ingat waktu kecil kalo minum obat di kotjok yang mana lebih aman karena pakai bahan emulsi yang tidak perlu untuk obat,"['cermat', 'dulu', 'bukan', 'kasiat', 'tuju', 'obat', 'dari', 'richard', 'ente', 'kadang', 'curiga', 'etilen', 'glikol', 'yang', 'bagai', 'elmutor', 'emulsi', 'yang', 'pakai', 'gliserin', 'yang', 'relatif', 'lebih', 'aman', 'harga', 'lambung', 'ganti', 'dengan', 'etilen', 'glikol', 'yang', 'mana', 'batas', 'ppm', 'fda', 'us', 'jadi', 'ini', 'jadi', 'semua', 'obat', 'cair', 'sirup', 'yang', 'mana', 'pakai', 'bahan', 'ikat', 'emulsi', 'endap', 'jadi', 'ingat', 'waktu', 'kecil', 'kalo', 'minum', 'obat', 'di', 'kotjok', 'yang', 'mana', 'lebih', 'aman', 'karena', 'pakai', 'bahan', 'emulsi', 'yang', 'tidak', 'perlu', 'untuk', 'obat']",-1
video1,"kalo pake obat herbal boleh ga sih dok?  herbal racikan sendiri, kaya misal air jahe, rebusan daun saga gtu buat obat batuk .. kaya kaldu ayam, timun buat penurun panas?",kalo pake obat herbal boleh ga sih dok herbal racikan sendiri kaya misal air jahe rebusan daun saga gtu buat obat batuk kaya kaldu ayam timun buat penurun panas,kalo pake obat herbal ga sih dok herbal racik sendiri kaya misal air jahe rebus daun saga gtu buat obat batuk kaya kaldu ayam timun buat turun panas,kalau pakai obat herbal enggak sih dok herbal racik sendiri kayak misal air jahe rebus daun saga begitu buat obat batuk kayak kaldu ayam timun buat turun panas,kalau pakai obat herbal enggak sih dok herbal racik sendiri kayak misal air jahe rebus daun saga begitu buat obat batuk kayak kaldu ayam timun buat turun panas,"['kalau', 'pakai', 'obat', 'herbal', 'enggak', 'sih', 'dok', 'herbal', 'racik', 'sendiri', 'kayak', 'misal', 'air', 'jahe', 'rebus', 'daun', 'saga', 'begitu', 'buat', 'obat', 'batuk', 'kayak', 'kaldu', 'ayam', 'timun', 'buat', 'turun', 'panas']",0
video3,Mantappp,mantappp,mantappp,mantap,mantap,['mantap'],1
video1,Terimah kasih infonya,terimah kasih infonya,terimah kasih info,terimah kasih informasi,terimah kasih informasi,"['terimah', 'kasih', 'informasi']",1
video1,Yg salah itu bukan obat ny tp gara2 anak2 di paksa paksin dulu sekarang jd bnyak pnyakit,yg salah itu bukan obat ny tp gara anak di paksa paksin dulu sekarang jd bnyak pnyakit,yg salah bukan obat ny tp gara anak paksa paksin dulu sekarang jd bnyak pnyakit,yang salah bukan obat nya tapi gara anak paksa paksin dulu sekarang jadi banyak pnyakit,yang salah bukan obat nya tapi gara anak paksa paksin dulu sekarang jadi banyak pnyakit,"['yang', 'salah', 'bukan', 'obat', 'nya', 'tapi', 'gara', 'anak', 'paksa', 'paksin', 'dulu', 'sekarang', 'jadi', 'banyak', 'pnyakit']",0
video1,Dulu anakku pas masih balita kalo dapat resep obat puyer...pahit kan... solusinya aku campur pake madu. Gampang,dulu anakku pas masih balita kalo dapat resep obat puyer pahit kan solusinya aku campur pake madu gampang,dulu anak pas balita kalo resep obat puyer pahit kan solusi aku campur pake madu gampang,dulu anak pas balita kalau resep obat puyer pahit kan solusi aku campur pakai madu gampang,dulu anak pas balita kalau resep obat puyer pahit kan solusi aku campur pakai madu gampang,"['dulu', 'anak', 'pas', 'balita', 'kalau', 'resep', 'obat', 'puyer', 'pahit', 'kan', 'solusi', 'aku', 'campur', 'pakai', 'madu', 'gampang']",0
video1,Karna orang2 sudah termakan informasi yg katanya katanya katanya.. Kemakan hoax,karna orang sudah termakan informasi yg katanya katanya katanya kemakan hoax,karna orang makan informasi yg kata kata kata makan hoax,karena orang makan informasi yang kata kata kata makan isu bohong,karena orang makan informasi yang kata kata kata makan isu bohong,"['karena', 'orang', 'makan', 'informasi', 'yang', 'kata', 'kata', 'kata', 'makan', 'isu', 'bohong']",-1
video2,Barusan aku kasi anakku Sanmol syrup🤣🤣🤣🤣,barusan aku kasi anakku sanmol syrup,barusan aku kasi anak sanmol syrup,barusan aku kasih anak sanmol syrup,barusan aku kasih anak sanmol syrup,"['barusan', 'aku', 'kasih', 'anak', 'sanmol', 'syrup']",0
video1,Nunggu heboh dulu..baru bertindak.....,nunggu heboh dulu baru bertindak,nunggu heboh dulu baru tindak,menunggu heboh dulu baru tindak,menunggu heboh dulu baru tindak,"['menunggu', 'heboh', 'dulu', 'baru', 'tindak']",-1
video1,"di indonesia ada skenario konspirasi untuk membatasi angka pertumbuhan penduduk..
 salah satunya adalah kelahiran yg selalu digiring untuk cesar (hanya dibatasi 3x)",di indonesia ada skenario konspirasi untuk membatasi angka pertumbuhan penduduk salah satunya adalah kelahiran yg selalu digiring untuk cesar hanya dibatasi x,indonesia skenario konspirasi batas angka tumbuh duduk salah satu lahir yg selalu giring cesar batas x,indonesia skenario konspirasi batas angka tumbuh duduk salah satu lahir yang selalu giring cesar batas kali,indonesia skenario konspirasi batas angka tumbuh duduk salah satu lahir yang selalu giring cesar batas kali,"['indonesia', 'skenario', 'konspirasi', 'batas', 'angka', 'tumbuh', 'duduk', 'salah', 'satu', 'lahir', 'yang', 'selalu', 'giring', 'cesar', 'batas', 'kali']",0
video2,"Air isi ulang ada bbrp yg biKin sakit tenggorokan,,,coba cek..tes air isi ulang bahannya apa,air isi ulang untuk bikin susu,minum obat.Dikonsumsi tiap saat.Jajanan anak anak..manis berperasa.berwarna.Semua harus diperhatikan",air isi ulang ada bbrp yg bikin sakit tenggorokan coba cek tes air isi ulang bahannya apa air isi ulang untuk bikin susu minum obat dikonsumsi tiap saat jajanan anak anak manis berperasa berwarna semua harus diperhatikan,air isi ulang bbrp yg bikin sakit tenggorok coba cek tes air isi ulang bahan apa air isi ulang bikin susu minum obat konsumsi tiap jajan anak anak manis asa warna semua perhati,air isi ulang beberapa yang bikin sakit tenggorok coba cek tes air isi ulang bahan apa air isi ulang bikin susu minum obat konsumsi tiap jajan anak anak manis asa warna semua perhati,air isi ulang beberapa yang bikin sakit tenggorok coba cek tes air isi ulang bahan apa air isi ulang bikin susu minum obat konsumsi tiap jajan anak anak manis asa warna semua perhati,"['air', 'isi', 'ulang', 'beberapa', 'yang', 'bikin', 'sakit', 'tenggorok', 'coba', 'cek', 'tes', 'air', 'isi', 'ulang', 'bahan', 'apa', 'air', 'isi', 'ulang', 'bikin', 'susu', 'minum', 'obat', 'konsumsi', 'tiap', 'jajan', 'anak', 'anak', 'manis', 'asa', 'warna', 'semua', 'perhati']",-1
video1,Kalo masih bayi batuk gimana dok,kalo masih bayi batuk gimana dok,kalo bayi batuk gimana dok,kalau bayi batuk bagaimana dok,kalau bayi batuk bagaimana dok,"['kalau', 'bayi', 'batuk', 'bagaimana', 'dok']",0
video1,Dok obat komix herbal masi aman ka? Mksii,dok obat komix herbal masi aman ka mksii,dok obat komix herbal mas aman ka mksii,dok obat komix herbal mas aman kak mksii,dok obat komix herbal mas aman kak mksii,"['dok', 'obat', 'komix', 'herbal', 'mas', 'aman', 'kak', 'mksii']",0
video1,Subhanallah,subhanallah,subhanallah,subhanallah,subhanallah,['subhanallah'],1
video1,Berkah ilmu pak Dokter,berkah ilmu pak dokter,berkah ilmu pak dokter,berkah ilmu pak dokter,berkah ilmu pak dokter,"['berkah', 'ilmu', 'pak', 'dokter']",1
video1,Apotek langganan saya patuh Dok. Mereka gak mau menjual obat sirop. Obat sirop kepercayaan saya ketika anak saya demam adalah Tempra namun dengan maraknya kasus gagal ginjal misterius ini apotek langganan saya enggan mengeluarkan obat Sirop yg saya minta. Gantinya apoteker memberikan antibiotik Amoxillin tepung rasa jeruk dalam bentuk serbuk botol yg ketika ditambah air lalu dikocok jadi obat mirip Sirop.,apotek langganan saya patuh dok mereka gak mau menjual obat sirop obat sirop kepercayaan saya ketika anak saya demam adalah tempra namun dengan maraknya kasus gagal ginjal misterius ini apotek langganan saya enggan mengeluarkan obat sirop yg saya minta gantinya apoteker memberikan antibiotik amoxillin tepung rasa jeruk dalam bentuk serbuk botol yg ketika ditambah air lalu dikocok jadi obat mirip sirop,apotek langgan patuh dok gak mau jual obat sirop obat sirop percaya anak demam tempra dengan marak kasus gagal ginjal misterius apotek langgan enggan keluar obat sirop yg minta ganti apoteker beri antibiotik amoxillin tepung rasa jeruk bentuk serbuk botol yg ketika tambah air lalu kocok jadi obat mirip sirop,apotek langgan patuh dok enggak mau jual obat sirop obat sirop percaya anak demam tempra dengan marak kasus gagal ginjal misterius apotek langgan enggan keluar obat sirop yang meminta ganti apoteker beri antibiotik amoxillin tepung rasa jeruk bentuk serbuk botol yang ketika tambah air lalu kocok jadi obat mirip sirop,apotek langgan patuh dok enggak mau jual obat sirop obat sirop percaya anak demam tempra dengan marak kasus gagal ginjal misterius apotek langgan enggan keluar obat sirop yang meminta ganti apoteker beri antibiotik amoxillin tepung rasa jeruk bentuk serbuk botol yang ketika tambah air lalu kocok jadi obat mirip sirop,"['apotek', 'langgan', 'patuh', 'dok', 'enggak', 'mau', 'jual', 'obat', 'sirop', 'obat', 'sirop', 'percaya', 'anak', 'demam', 'tempra', 'dengan', 'marak', 'kasus', 'gagal', 'ginjal', 'misterius', 'apotek', 'langgan', 'enggan', 'keluar', 'obat', 'sirop', 'yang', 'meminta', 'ganti', 'apoteker', 'beri', 'antibiotik', 'amoxillin', 'tepung', 'rasa', 'jeruk', 'bentuk', 'serbuk', 'botol', 'yang', 'ketika', 'tambah', 'air', 'lalu', 'kocok', 'jadi', 'obat', 'mirip', 'sirop']",0
video2,"Yang bingung bukan cuma pasiennya dok, dokternya pun bakalan kelabakan ngasih resep apaan ke pasien",yang bingung bukan cuma pasiennya dok dokternya pun bakalan kelabakan ngasih resep apaan ke pasien,bingung bukan cuma pasien dok dokter bakal laba ngasih resep apa pasien,bingung bukan cuma pasien dok dokter bakal laba mengasih resep apa pasien,bingung bukan cuma pasien dok dokter bakal laba mengasih resep apa pasien,"['bingung', 'bukan', 'cuma', 'pasien', 'dok', 'dokter', 'bakal', 'laba', 'mengasih', 'resep', 'apa', 'pasien']",-1
video2,Semoga cpt menjadi jelas sebenarnya apa penyebab gagal ginjal akut pada anak. Agar tidak ketakutan semua yg punya anak,semoga cpt menjadi jelas sebenarnya apa penyebab gagal ginjal akut pada anak agar tidak ketakutan semua yg punya anak,moga cpt jadi jelas benar apa gagal ginjal akut anak tidak takut semua yg punya anak,moga cepat jadi jelas benar apa gagal ginjal akut anak tidak takut semua yang punya anak,semoga cepat jadi jelas benar apa gagal ginjal akut anak tidak takut semua yang punya anak,"['semoga', 'cepat', 'jadi', 'jelas', 'benar', 'apa', 'gagal', 'ginjal', 'akut', 'anak', 'tidak', 'takut', 'semua', 'yang', 'punya', 'anak']",1
video3,Saya yakinn dokter ini niat nyaa baik.  Tapi sebaik apa sehebat apa.  Ttp dok pasti klah.  Ujung ujung pemerintah mengucukan dana segar dok.   Dokter ini baik loh sy prnh bertemu,saya yakinn dokter ini niat nyaa baik tapi sebaik apa sehebat apa ttp dok pasti klah ujung ujung pemerintah mengucukan dana segar dok dokter ini baik loh sy prnh bertemu,yakinn dokter niat nyaa baik baik apa hebat apa ttp dok klah ujung ujung perintah ucu dana segar dok dokter baik loh sy prnh temu,yakin dokter niat nya baik baik apa hebat apa tetap dok klah ujung ujung perintah ucu dana segar dok dokter baik loh saya pernah temu,yakin dokter niat nya baik baik apa hebat apa tetap dok klah ujung ujung perintah ucu dana segar dok dokter baik loh aku pernah temu,"['yakin', 'dokter', 'niat', 'nya', 'baik', 'baik', 'apa', 'hebat', 'apa', 'tetap', 'dok', 'klah', 'ujung', 'ujung', 'perintah', 'ucu', 'dana', 'segar', 'dok', 'dokter', 'baik', 'loh', 'aku', 'pernah', 'temu']",-1
video1,Beneer tu dokter ricard...knp udah tahunan beredar di indonesia loh kok baru ribut skrg...unibaby cough itu udah ada dari anak saya kecil...dan dulu pernah minum obat itu atas rekomen bidan..skrg ank saya dah berumur 13 tahun...trus knp baru koar koar skrg klo obt itu bahaya...termorex juga waduh itu obat udah lama bgt,beneer tu dokter ricard knp udah tahunan beredar di indonesia loh kok baru ribut skrg unibaby cough itu udah ada dari anak saya kecil dan dulu pernah minum obat itu atas rekomen bidan skrg ank saya dah berumur tahun trus knp baru koar koar skrg klo obt itu bahaya termorex juga waduh itu obat udah lama bgt,beneer tu dokter ricard knp udah tahun edar indonesia loh kok baru ribut skrg unibaby cough udah dari anak kecil dulu pernah minum obat atas rekomen bidan skrg ank dah umur tahun trus knp baru koar koar skrg klo obt bahaya termorex waduh obat udah lama bgt,beneer itu dokter ricard kenapa sudah tahun edar indonesia loh kok baru ribut sekarang unibaby cough sudah dari anak kecil dulu pernah minum obat atas rekomen bidan sekarang anak deh umur tahun terus kenapa baru teriak teriak sekarang kalo obt bahaya termorex waduh obat sudah lama banget,beneer itu dokter ricard kenapa sudah tahun edar indonesia loh kok baru ribut sekarang unibaby cough sudah dari anak kecil dulu pernah minum obat atas rekomen bidan sekarang anak deh umur tahun terus kenapa baru teriak teriak sekarang kalo obt bahaya termorex waduh obat sudah lama banget,"['beneer', 'itu', 'dokter', 'ricard', 'kenapa', 'sudah', 'tahun', 'edar', 'indonesia', 'loh', 'kok', 'baru', 'ribut', 'sekarang', 'unibaby', 'cough', 'sudah', 'dari', 'anak', 'kecil', 'dulu', 'pernah', 'minum', 'obat', 'atas', 'rekomen', 'bidan', 'sekarang', 'anak', 'deh', 'umur', 'tahun', 'terus', 'kenapa', 'baru', 'teriak', 'teriak', 'sekarang', 'kalo', 'obt', 'bahaya', 'termorex', 'waduh', 'obat', 'sudah', 'lama', 'banget']",-1
video1,"Dr. Richard Mau nanya dong.. 😁
Apakah teknologi isa berpengaruh dalam kesehatan manusia? 🤷‍♂️",dr richard mau nanya dong apakah teknologi isa berpengaruh dalam kesehatan manusia,dr richard mau nanya dong teknologi isa pengaruh sehat manusia,dari richard mau bertanya dong teknologi isa pengaruh sehat manusia,dari richard mau bertanya dong teknologi isa pengaruh sehat manusia,"['dari', 'richard', 'mau', 'bertanya', 'dong', 'teknologi', 'isa', 'pengaruh', 'sehat', 'manusia']",0
video1,"Sedia payung sebelum hujan
Bukankah mencegah lebih baik drpd mengobati",sedia payung sebelum hujan bukankah mencegah lebih baik drpd mengobati,sedia payung hujan bukankah cegah lebih baik drpd obat,sedia payung hujan bukankah cegah lebih baik daripada obat,sedia payung hujan bukankah cegah lebih baik daripada obat,"['sedia', 'payung', 'hujan', 'bukankah', 'cegah', 'lebih', 'baik', 'daripada', 'obat']",1
video1,"saya warga masyarakat biasa menurut saya tidak hanya sirup, obat apa saja kalau itu kimia jgn terlalu bnyk dikonsumsi krn residu tetep akan mengganggu kerja ginjal lebih baik konsumsi nutrisi ajj yg sehat sesuai dg kebutuhan tubuh....dan olah raga teratur...pokoknya hindari konsumsi obat kimia yg berlebihan",saya warga masyarakat biasa menurut saya tidak hanya sirup obat apa saja kalau itu kimia jgn terlalu bnyk dikonsumsi krn residu tetep akan mengganggu kerja ginjal lebih baik konsumsi nutrisi ajj yg sehat sesuai dg kebutuhan tubuh dan olah raga teratur pokoknya hindari konsumsi obat kimia yg berlebihan,warga masyarakat biasa turut tidak sirup obat apa kalau kimia jgn terlalu bnyk konsumsi krn residu tetep ganggu kerja ginjal lebih baik konsumsi nutrisi ajj yg sehat sesuai dg butuh tubuh olah raga atur pokok hindar konsumsi obat kimia yg lebih,warga masyarakat biasa turut tidak sirup obat apa kalau kimia jangan terlalu banyak konsumsi karena residu tetap ganggu kerja ginjal lebih baik konsumsi nutrisi saja yang sehat sesuai dengan butuh tubuh olah raga atur pokok hindar konsumsi obat kimia yang lebih,warga masyarakat biasa turut tidak sirup obat apa kalau kimia jangan terlalu banyak konsumsi karena residu tetap ganggu kerja ginjal lebih baik konsumsi nutrisi saja yang sehat sesuai dengan butuh tubuh olah raga atur pokok hindar konsumsi obat kimia yang lebih,"['warga', 'masyarakat', 'biasa', 'turut', 'tidak', 'sirup', 'obat', 'apa', 'kalau', 'kimia', 'jangan', 'terlalu', 'banyak', 'konsumsi', 'karena', 'residu', 'tetap', 'ganggu', 'kerja', 'ginjal', 'lebih', 'baik', 'konsumsi', 'nutrisi', 'saja', 'yang', 'sehat', 'sesuai', 'dengan', 'butuh', 'tubuh', 'olah', 'raga', 'atur', 'pokok', 'hindar', 'konsumsi', 'obat', 'kimia', 'yang', 'lebih']",1
video2,"dok, saya minum sukralfat rutin selama 3 tahun 6 bln. Alhamdulillah fungsi ginjal saya bagus. dan sekarang udah gak konsumsi lagi semenjak bln februari 2021. dan anak saya yg besar, waktu kecil sering panas. dan suka kejang kalau panas tinggi. saya selalu stok termorex. Alhamdulillah cocok. dan sekarang anak saya udah umur 19 tahun. Alhamdulillah anak saya baik baik saja.",dok saya minum sukralfat rutin selama tahun bln alhamdulillah fungsi ginjal saya bagus dan sekarang udah gak konsumsi lagi semenjak bln februari dan anak saya yg besar waktu kecil sering panas dan suka kejang kalau panas tinggi saya selalu stok termorex alhamdulillah cocok dan sekarang anak saya udah umur tahun alhamdulillah anak saya baik baik saja,dok minum sukralfat rutin lama tahun bln alhamdulillah fungsi ginjal bagus sekarang udah gak konsumsi semenjak bln februari anak yg besar waktu kecil sering panas suka kejang kalau panas tinggi selalu stok termorex alhamdulillah cocok sekarang anak udah umur tahun alhamdulillah anak baik baik,dok minum sukralfat rutin lama tahun bulan alhamdulillah fungsi ginjal bagus sekarang sudah enggak konsumsi semenjak bulan februari anak yang besar waktu kecil sering panas suka kejang kalau panas tinggi selalu stok termorex alhamdulillah cocok sekarang anak sudah umur tahun alhamdulillah anak baik baik,dok minum sukralfat rutin lama tahun bulan alhamdulillah fungsi ginjal bagus sekarang sudah enggak konsumsi semenjak bulan februari anak yang besar waktu kecil sering panas suka kejang kalau panas tinggi selalu stok termorex alhamdulillah cocok sekarang anak sudah umur tahun alhamdulillah anak baik baik,"['dok', 'minum', 'sukralfat', 'rutin', 'lama', 'tahun', 'bulan', 'alhamdulillah', 'fungsi', 'ginjal', 'bagus', 'sekarang', 'sudah', 'enggak', 'konsumsi', 'semenjak', 'bulan', 'februari', 'anak', 'yang', 'besar', 'waktu', 'kecil', 'sering', 'panas', 'suka', 'kejang', 'kalau', 'panas', 'tinggi', 'selalu', 'stok', 'termorex', 'alhamdulillah', 'cocok', 'sekarang', 'anak', 'sudah', 'umur', 'tahun', 'alhamdulillah', 'anak', 'baik', 'baik']",1
video1,"Saya sangat kerepotan kalo obat cair /syrup di cabut. Krna setua ini sya g bisa minum obat pil kapsul. Selalu minum cair.. 
Sya sndri aneh.. dr dlu kan gpp kan kita pke obat syrup..",saya sangat kerepotan kalo obat cair syrup di cabut krna setua ini sya g bisa minum obat pil kapsul selalu minum cair sya sndri aneh dr dlu kan gpp kan kita pke obat syrup,sangat kerepot kalo obat cair syrup cabut krna tua sya g minum obat pil kapsul selalu minum cair sya sndri aneh dr dlu kan gpp kan pke obat syrup,sangat kerepot kalau obat cair syrup pergi karena tua saya enggak minum obat pil kapsul selalu minum cair saya sendiri aneh dari dulu kan enggak apa-apa kan pakai obat syrup,sangat kerepot kalau obat cair syrup pergi karena tua aku enggak minum obat pil kapsul selalu minum cair aku sendiri aneh dari dulu kan enggak apa-apa kan pakai obat syrup,"['sangat', 'kerepot', 'kalau', 'obat', 'cair', 'syrup', 'pergi', 'karena', 'tua', 'aku', 'enggak', 'minum', 'obat', 'pil', 'kapsul', 'selalu', 'minum', 'cair', 'aku', 'sendiri', 'aneh', 'dari', 'dulu', 'kan', 'enggak', 'apa-apa', 'kan', 'pakai', 'obat', 'syrup']",-1
video1,Hadir nyimak dokter..,hadir nyimak dokter,hadir nyimak dokter,hadir menyimak dokter,hadir menyimak dokter,"['hadir', 'menyimak', 'dokter']",0
video1,Yg harus brtanggung jwb klo sudah begini siaapa pak. Sdangkan obat sirup sudah di konsumsi anak anak kami,yg harus brtanggung jwb klo sudah begini siaapa pak sdangkan obat sirup sudah di konsumsi anak anak kami,yg brtanggung jwb klo begini siaapa pak sdangkan obat sirup di konsumsi anak anak,yang brtanggung jawab kalo begini siaapa pak sdangkan obat sirup di konsumsi anak anak,yang brtanggung jawab kalo begini siaapa pak sdangkan obat sirup di konsumsi anak anak,"['yang', 'brtanggung', 'jawab', 'kalo', 'begini', 'siaapa', 'pak', 'sdangkan', 'obat', 'sirup', 'di', 'konsumsi', 'anak', 'anak']",-1
video2,Ambroxol sirup? Itu kan obat generik...bnyk pabrik buat ambroxol sirup...nah ambroxol sir pabrik apa yg dilarang? Duhhh kok....,ambroxol sirup itu kan obat generik bnyk pabrik buat ambroxol sirup nah ambroxol sir pabrik apa yg dilarang duhhh kok,ambroxol sirup kan obat generik bnyk pabrik buat ambroxol sirup nah ambroxol sir pabrik apa yg larang duhhh kok,ambroxol sirup kan obat generik banyak pabrik buat ambroxol sirup nah ambroxol sir pabrik apa yang larang duh kok,ambroxol sirup kan obat generik banyak pabrik buat ambroxol sirup nah ambroxol sir pabrik apa yang larang duh kok,"['ambroxol', 'sirup', 'kan', 'obat', 'generik', 'banyak', 'pabrik', 'buat', 'ambroxol', 'sirup', 'nah', 'ambroxol', 'sir', 'pabrik', 'apa', 'yang', 'larang', 'duh', 'kok']",-1
video1,"Dokter ganteng trimakasih, anak saya 4.semua minum obat batuk sirup, dan pamol sirup, semua baik baik aja, gak tau sekarang jadi begin. Anak saya sudah pada gede semua. Alhamdulillah sehat🤲🤲🤲🙏💪",dokter ganteng trimakasih anak saya semua minum obat batuk sirup dan pamol sirup semua baik baik aja gak tau sekarang jadi begin anak saya sudah pada gede semua alhamdulillah sehat,dokter ganteng trimakasih anak semua minum obat batuk sirup pamol sirup semua baik baik aja gak tau sekarang jadi begin anak sudah gede semua alhamdulillah sehat,dokter ganteng trimakasih anak semua minum obat batuk sirup pamol sirup semua baik baik saja enggak tahu sekarang jadi begin anak sudah gede semua alhamdulillah sehat,dokter ganteng trimakasih anak semua minum obat batuk sirup pamol sirup semua baik baik saja enggak tahu sekarang jadi begin anak sudah gede semua alhamdulillah sehat,"['dokter', 'ganteng', 'trimakasih', 'anak', 'semua', 'minum', 'obat', 'batuk', 'sirup', 'pamol', 'sirup', 'semua', 'baik', 'baik', 'saja', 'enggak', 'tahu', 'sekarang', 'jadi', 'begin', 'anak', 'sudah', 'gede', 'semua', 'alhamdulillah', 'sehat']",1
video2,"Sanmol,vometa,rinos,hufagrip,anakku klo sakit sering pake",sanmol vometa rinos hufagrip anakku klo sakit sering pake,sanmol vometa ros hufagrip anak klo sakit sering pake,sanmol vometa ros hufagrip anak kalo sakit sering pakai,sanmol vometa ros hufagrip anak kalo sakit sering pakai,"['sanmol', 'vometa', 'ros', 'hufagrip', 'anak', 'kalo', 'sakit', 'sering', 'pakai']",0
video1,Love bgt bgt sma dokter ini perbanyak lah dokter jujur ini ❣️❣️❣️,love bgt bgt sma dokter ini perbanyak lah dokter jujur ini,love bgt bgt sma dokter banyak lah dokter jujur,love banget banget sama dokter banyak lah dokter jujur,love banget banget sama dokter banyak lah dokter jujur,"['love', 'banget', 'banget', 'sama', 'dokter', 'banyak', 'lah', 'dokter', 'jujur']",1
video1,"Maaf Dok izin bertanya, apakah imunisasi pada anak ada kemungkinan bisa menyebabkan efek gagal ginjal? mungkin perlu dicek dan ditelliti juga jangan hanya pada obat sirup aja. Terimakasih sebelumnya.",maaf dok izin bertanya apakah imunisasi pada anak ada kemungkinan bisa menyebabkan efek gagal ginjal mungkin perlu dicek dan ditelliti juga jangan hanya pada obat sirup aja terimakasih sebelumnya,maaf dok izin tanya imunisasi anak mungkin sebab efek gagal ginjal mungkin perlu cek ditelliti jangan pada obat sirup aja terimakasih,maaf dok izin tanya imunisasi anak mungkin sebab efek gagal ginjal mungkin perlu cek ditelliti jangan pada obat sirup saja terimakasih,maaf dok izin tanya imunisasi anak mungkin sebab efek gagal ginjal mungkin perlu cek ditelliti jangan pada obat sirup saja terimakasih,"['maaf', 'dok', 'izin', 'tanya', 'imunisasi', 'anak', 'mungkin', 'sebab', 'efek', 'gagal', 'ginjal', 'mungkin', 'perlu', 'cek', 'ditelliti', 'jangan', 'pada', 'obat', 'sirup', 'saja', 'terimakasih']",0
video1,terima kasih banyak dr richard lee,terima kasih banyak dr richard lee,terima kasih banyak dr richard lee,terima kasih banyak dari richard lee,terima kasih banyak dari richard lee,"['terima', 'kasih', 'banyak', 'dari', 'richard', 'lee']",1
