video_id,comment_text,text_cleaned,text_removal,text_normalized,text_manual_replaced,text_tokenize
video1,Pemerintah Indonesia sangat kepo 😁🇮🇩🇮🇩🇮🇩,pemerintah indonesia sangat kepo,perintah indonesia sangat kepo,perintah indonesia sangat mau tahu urusan orang,perintah indonesia sangat mau tahu urusan orang,"['perintah', 'indonesia', 'sangat', 'mau', 'tahu', 'urusan', 'orang']"
video1,"mungkin yang gagal ginjal, itu karna dia sekali minum satu botol kali 🤣

Ah sudahlah, ini cuma permainan baru elit global setelah covid.. percaya deh, mereka pinter bikin isu, bagi yang beriman ini udah fase Akhir zaman, pasti banyak Fitnah fitnah yang luar biasa,,,

lanjutkan perjuanganmu dok, cerdaskan bangsa ini",mungkin yang gagal ginjal itu karna dia sekali minum satu botol kali ah sudahlah ini cuma permainan baru elit global setelah covid percaya deh mereka pinter bikin isu bagi yang beriman ini udah fase akhir zaman pasti banyak fitnah fitnah yang luar biasa lanjutkan perjuanganmu dok cerdaskan bangsa ini,mungkin gagal ginjal karna sekali minum satu botol kali ah cuma main baru elit global covid percaya deh pinter bikin isu iman udah fase akhir zaman banyak fitnah fitnah yang luar biasa lanjut juang dok cerdas bangsa ini,mungkin gagal ginjal karena sekali minum satu botol kali ah cuma main baru elit global covid percaya deh pintar bikin isu iman sudah fase akhir zaman banyak fitnah fitnah yang luar biasa lanjut juang dok cerdas bangsa ini,mungkin gagal ginjal karena sekali minum satu botol kali ah cuma main baru elit global covid percaya deh pintar bikin isu iman sudah fase akhir zaman banyak fitnah fitnah yang luar biasa lanjut juang dok cerdas bangsa ini,"['mungkin', 'gagal', 'ginjal', 'karena', 'sekali', 'minum', 'satu', 'botol', 'kali', 'ah', 'cuma', 'main', 'baru', 'elit', 'global', 'covid', 'percaya', 'deh', 'pintar', 'bikin', 'isu', 'iman', 'sudah', 'fase', 'akhir', 'zaman', 'banyak', 'fitnah', 'fitnah', 'yang', 'luar', 'biasa', 'lanjut', 'juang', 'dok', 'cerdas', 'bangsa', 'ini']"
video1,sebenernya.. gagal ginjal karena obat itu.. kalo ngasih obatnya tidak sesuai dosis dan tidak konsultasi.. jika masih bisa diobtin dengan obat tradisional..better tidak usah minum obat medis.. .jika memang urgensi.. konsultasi.. bujuk sebisa mungkin air putih .. karena jika dehidrasi pun larinya bukan hanya ke ginjal.. tapi organ dalam.tubuh..,sebenernya gagal ginjal karena obat itu kalo ngasih obatnya tidak sesuai dosis dan tidak konsultasi jika masih bisa diobtin dengan obat tradisional better tidak usah minum obat medis jika memang urgensi konsultasi bujuk sebisa mungkin air putih karena jika dehidrasi pun larinya bukan hanya ke ginjal tapi organ dalam tubuh,sebenernya gagal ginjal obat kalo ngasih obat sesuai dosis konsultasi masih diobtin obat tradisional better tidak usah minum obat medis memang urgensi konsultasi bujuk mungkin air putih jika dehidrasi lari bukan ke ginjal organ tubuh,sebenarnya gagal ginjal obat kalau mengasih obat sesuai dosis konsultasi masih diobtin obat tradisional better tidak perlu minum obat medis memang urgensi konsultasi bujuk mungkin air putih jika dehidrasi lari bukan ke ginjal organ tubuh,sebenarnya gagal ginjal obat kalau mengasih obat sesuai dosis konsultasi masih diobtin obat tradisional better tidak perlu minum obat medis memang urgensi konsultasi bujuk mungkin air putih jika dehidrasi lari bukan ke ginjal organ tubuh,"['sebenarnya', 'gagal', 'ginjal', 'obat', 'kalau', 'mengasih', 'obat', 'sesuai', 'dosis', 'konsultasi', 'masih', 'diobtin', 'obat', 'tradisional', 'better', 'tidak', 'perlu', 'minum', 'obat', 'medis', 'memang', 'urgensi', 'konsultasi', 'bujuk', 'mungkin', 'air', 'putih', 'jika', 'dehidrasi', 'lari', 'bukan', 'ke', 'ginjal', 'organ', 'tubuh']"
video1,BPOM itu bisnis,bpom itu bisnis,bpom bisnis,bpom bisnis,bpom bisnis,"['bpom', 'bisnis']"
video1,iya iya dok....nm obtx unny baby  ..yg dosx warna coklat.,iya iya dok nm obtx unny baby yg dosx warna coklat,iya iya dok nm obtx unny baby yg dosx warna coklat,iya iya dok nama obtx unny baby yang dosx warna coklat,iya iya dok nama obtx unny baby yang dosx warna coklat,"['iya', 'iya', 'dok', 'nama', 'obtx', 'unny', 'baby', 'yang', 'dosx', 'warna', 'coklat']"
video1,"Dok....sedari bln Lalu sampai bln ini...Banyak ank2 yg sakit...Terutama kedua ank2ku...teman2 sekolhx... teman2 sekomplex...
Sy kasih obt ..sanmol...batuk dan flue sy kasih obt sirup yg dosx warna coklat ..tp tdk ada satupun yg mempan sm ank2 sy...tp stlh sy kasih vitamin dan madu ...Alhamdulillah ank2 smbuh dgn sndirix... 
yg jd pertanyaan sy... Ada apa...kok bxk ank2yg sakit?????",dok sedari bln lalu sampai bln ini banyak ank yg sakit terutama kedua ankku teman sekolhx teman sekomplex sy kasih obt sanmol batuk dan flue sy kasih obt sirup yg dosx warna coklat tp tdk ada satupun yg mempan sm ank sy tp stlh sy kasih vitamin dan madu alhamdulillah ank smbuh dgn sndirix yg jd pertanyaan sy ada apa kok bxk ankyg sakit,dok dar bln lalu bln banyak ank yg sakit utama ankku teman sekolhx teman sekomplex sy kasih obt sanmol batuk flue sy kasih obt sirup yg dosx warna coklat tp tdk satu yg mempan sm ank sy tp stlh sy kasih vitamin madu alhamdulillah ank smbuh dgn sndirix yg jd tanya sy apa kok bxk ankyg sakit,dok dar bulan lalu bulan banyak anak yang sakit utama ankku teman sekolhx teman sekomplex saya kasih obt sanmol batuk flue saya kasih obt sirup yang dosx warna coklat tapi tidak satu yang mempan sama anak saya tapi setelah saya kasih vitamin madu alhamdulillah anak smbuh dengan sndirix yang jadi tanya saya apa kok bxk ankyg sakit,dok dar bulan lalu bulan banyak anak yang sakit utama ankku teman sekolhx teman sekomplex aku kasih obt sanmol batuk flue aku kasih obt sirup yang dosx warna coklat tapi tidak satu yang mempan sama anak aku tapi setelah aku kasih vitamin madu alhamdulillah anak smbuh dengan sndirix yang jadi tanya aku apa kok bxk ankyg sakit,"['dok', 'dar', 'bulan', 'lalu', 'bulan', 'banyak', 'anak', 'yang', 'sakit', 'utama', 'ankku', 'teman', 'sekolhx', 'teman', 'sekomplex', 'aku', 'kasih', 'obt', 'sanmol', 'batuk', 'flue', 'aku', 'kasih', 'obt', 'sirup', 'yang', 'dosx', 'warna', 'coklat', 'tapi', 'tidak', 'satu', 'yang', 'mempan', 'sama', 'anak', 'aku', 'tapi', 'setelah', 'aku', 'kasih', 'vitamin', 'madu', 'alhamdulillah', 'anak', 'smbuh', 'dengan', 'sndirix', 'yang', 'jadi', 'tanya', 'aku', 'apa', 'kok', 'bxk', 'ankyg', 'sakit']"
video1,seharusnya ada yg bertanggung jawab & di jadikn tersangka,seharusnya ada yg bertanggung jawab di jadikn tersangka,ada yg tanggung jawab jadikn sangka,ada yang tanggung jawab jadikn sangka,ada yang tanggung jawab jadikn sangka,"['ada', 'yang', 'tanggung', 'jawab', 'jadikn', 'sangka']"
video1,"Kok jadi obat sirup yg jd kambing hitam, mnrt saya justru mie instan yg natriumnya 1300mg lebih dalam 1 kemasan itu yg bikin rusak ginjal, minuman instan yg pemanisnya pake sakarin (50x sukrosa) itu jg bikin ginjal kerja berat. Coba cek makanan anak kita apa aja sehari2",kok jadi obat sirup yg jd kambing hitam mnrt saya justru mie instan yg natriumnya mg lebih dalam kemasan itu yg bikin rusak ginjal minuman instan yg pemanisnya pake sakarin x sukrosa itu jg bikin ginjal kerja berat coba cek makanan anak kita apa aja sehari,kok jadi obat sirup yg jd kambing hitam mnrt justru mie instan yg natrium mg lebih kemas yg bikin rusak ginjal minum instan yg man pake sakarin x sukrosa jg bikin ginjal kerja berat coba cek makan anak apa aja hari,kok jadi obat sirup yang jadi kambing hitam mnrt justru mie instan yang natrium moga lebih kemas yang bikin rusak ginjal minum instan yang man pakai sakarin kali sukrosa juga bikin ginjal kerja berat coba cek makan anak apa saja hari,kok jadi obat sirup yang jadi kambing hitam mnrt justru mie instan yang natrium semoga lebih kemas yang bikin rusak ginjal minum instan yang man pakai sakarin kali sukrosa juga bikin ginjal kerja berat coba cek makan anak apa saja hari,"['kok', 'jadi', 'obat', 'sirup', 'yang', 'jadi', 'kambing', 'hitam', 'mnrt', 'justru', 'mie', 'instan', 'yang', 'natrium', 'semoga', 'lebih', 'kemas', 'yang', 'bikin', 'rusak', 'ginjal', 'minum', 'instan', 'yang', 'man', 'pakai', 'sakarin', 'kali', 'sukrosa', 'juga', 'bikin', 'ginjal', 'kerja', 'berat', 'coba', 'cek', 'makan', 'anak', 'apa', 'saja', 'hari']"
video1,Kemaren PBF sdh panen benevid obat covid...loss d obat syrup..imbang aja,kemaren pbf sdh panen benevid obat covid loss d obat syrup imbang aja,kemaren pbf sdh panen benevid obat covid loss d obat syrup imbang aja,kemarin pbf sudah panen benevid obat covid loss di obat syrup imbang saja,kemarin pbf sudah panen benevid obat covid loss di obat syrup imbang saja,"['kemarin', 'pbf', 'sudah', 'panen', 'benevid', 'obat', 'covid', 'loss', 'di', 'obat', 'syrup', 'imbang', 'saja']"
video1,Perbanyak fasilitas olahraga gratis di Indonesia dan lapangan olahraga outdoor. Kami di AS semua anak2 harus olahraga pagi2 dan park dimana2..jadi anak2 di AS itu sehat2 dan kuat. Di Indonesia jarang temuin lapangan olahraga yang bagus dan gratis apalagi Park,perbanyak fasilitas olahraga gratis di indonesia dan lapangan olahraga outdoor kami di as semua anak harus olahraga pagi dan park dimana jadi anak di as itu sehat dan kuat di indonesia jarang temuin lapangan olahraga yang bagus dan gratis apalagi park,banyak fasilitas olahraga gratis indonesia lapang olahraga outdoor as semua anak olahraga pagi park mana jadi anak as sehat kuat di indonesia jarang temuin lapang olahraga bagus gratis park,banyak fasilitas olahraga gratis indonesia lapang olahraga outdoor as semua anak olahraga pagi park mana jadi anak as sehat kuat di indonesia jarang temuin lapang olahraga bagus gratis park,banyak fasilitas olahraga gratis indonesia lapang olahraga outdoor as semua anak olahraga pagi park mana jadi anak as sehat kuat di indonesia jarang temuin lapang olahraga bagus gratis park,"['banyak', 'fasilitas', 'olahraga', 'gratis', 'indonesia', 'lapang', 'olahraga', 'outdoor', 'as', 'semua', 'anak', 'olahraga', 'pagi', 'park', 'mana', 'jadi', 'anak', 'as', 'sehat', 'kuat', 'di', 'indonesia', 'jarang', 'temuin', 'lapang', 'olahraga', 'bagus', 'gratis', 'park']"
video1,Haturnuhun penjelasannya dok,haturnuhun penjelasannya dok,haturnuhun jelas dok,haturnuhun jelas dok,haturnuhun jelas dok,"['haturnuhun', 'jelas', 'dok']"
video1,biasa dokter mau ada produk baru...,biasa dokter mau ada produk baru,biasa dokter mau produk baru,biasa dokter mau produk baru,biasa dokter mau produk baru,"['biasa', 'dokter', 'mau', 'produk', 'baru']"
video1,Menkes emang harus segera diresuffle itu diganti Ama dokter Richard lee,menkes emang harus segera diresuffle itu diganti ama dokter richard lee,menkes emang segera diresuffle ganti ama dokter richard lee,menkes memang segera diresuffle ganti sama dokter richard lee,menkes memang segera diresuffle ganti sama dokter richard lee,"['menkes', 'memang', 'segera', 'diresuffle', 'ganti', 'sama', 'dokter', 'richard', 'lee']"
video1,Efek vksin...skrg baru terdampak,efek vksin skrg baru terdampak,efek vksin skrg baru dampak,efek vksin sekarang baru dampak,efek vksin sekarang baru dampak,"['efek', 'vksin', 'sekarang', 'baru', 'dampak']"
video1,"BPOM , waspada .",bpom waspada,bpom waspada,bpom waspada,bpom waspada,"['bpom', 'waspada']"
video1,Kalau negara lain nggak teriak...bisa juga kita diem aja lalu kemana kita selama ini..,kalau negara lain nggak teriak bisa juga kita diem aja lalu kemana kita selama ini,kalau negara nggak teriak juga diem aja lalu mana lama,kalau negara enggak teriak juga diam saja lalu mana lama,kalau negara enggak teriak juga diam saja lalu mana lama,"['kalau', 'negara', 'enggak', 'teriak', 'juga', 'diam', 'saja', 'lalu', 'mana', 'lama']"
video1,"Jgn lelah buat mengedukasih seputar kesehatan dok, buat sementara kami hanya percayakan ini di chanell anda dok,🙏",jgn lelah buat mengedukasih seputar kesehatan dok buat sementara kami hanya percayakan ini di chanell anda dok,jgn lelah buat mengedukasih putar sehat dok buat kami percaya di chanell dok,jangan lelah buat mengedukasih putar sehat dok buat kami percaya di chanell dok,jangan lelah buat mengedukasih putar sehat dok buat kami percaya di chanell dok,"['jangan', 'lelah', 'buat', 'mengedukasih', 'putar', 'sehat', 'dok', 'buat', 'kami', 'percaya', 'di', 'chanell', 'dok']"
video1,"Ingat sama kasus bedak bayi gak? Yg Johnson atau apa itu namanya lupa? Yang nyebapin bayi kena kanker dan si ibu menuntut merk tersebut ke pengadilan dan menang pengadilan! Akhirnya merk itu ganti rugi dan ditarik edarannya kalau diluar pemakaiannya sudah dilarang tapi diindonesia masih aja dipake.

Yang jadi pertanyaan saya *KALAU MEMANG OBAT SIRUP INI YANG  MENYEBABKAN GAGAL GINJAL BAHKAN SAMPAI AKUT KENAPA HANYA DITARIK EDARANNYA KENAPA TIDAK ADA YANG MENUNTUT MERK TERSEBUT YANG BAHKAN SEKELAS JOHNSON SAJA DIBAWA KE PENGADILAN OLEH SEORANG IBU YANG ANAKNYA JADI KORBAN KOK INI INDONESIA YANG BANYAK KORBAN PEMERINTAH CUMA NARIK AJA KAN KATANYA SUDAH MENGANTONGI DAFTAR SIRUPNYA? LALU KEMENKES BPOM DAN BALA-BALANYA APA IYAH MASIH DIPERTAHANKAN GAK ADA SANKSI APA-APA? KALAU MEMANG SUDAH MENJADI ANCAMAN DAN BANYAK KORBAN BERJATUHAN MASA GAK ADA YANG MASUK PENJARA, ORANG TUA SAJA KALAU LALAI MENJAGA ANAKNYA LALU SESUATU TERJADI KARNA KURANGNYA PENGAWASAN YANG MENYEBABKAN ANAKNYA CACAT ATAU MENINGGAL LANGSUNG DIPENJARA SEGITU ORANG TUA KANDUNG YANG TIDAK SENGAJA LAH INI PERUSAHAAN ORGANISASI INSTANSI PEMERINTAH ATAU APALAH NAMANYA KOK GAK ADA YANG DITAHAN*. 

BTW SEMOGA SAJA OBAT SIRUP INI BUKAN KAMBING HITAM ATAS PRAKTEK ILEGAL YANG SEBENARNYA DITUTUPI SEPERTI ISU YANG TERSEBAR BAHWA INI SEBENARNYA EFEK DARI VAKSIN YANG DIPAKSAKAN PEMERINTAH. SEMOGA SAJA BUKAN.",ingat sama kasus bedak bayi gak yg johnson atau apa itu namanya lupa yang nyebapin bayi kena kanker dan si ibu menuntut merk tersebut ke pengadilan dan menang pengadilan akhirnya merk itu ganti rugi dan ditarik edarannya kalau diluar pemakaiannya sudah dilarang tapi diindonesia masih aja dipake yang jadi pertanyaan saya kalau memang obat sirup ini yang menyebabkan gagal ginjal bahkan sampai akut kenapa hanya ditarik edarannya kenapa tidak ada yang menuntut merk tersebut yang bahkan sekelas johnson saja dibawa ke pengadilan oleh seorang ibu yang anaknya jadi korban kok ini indonesia yang banyak korban pemerintah cuma narik aja kan katanya sudah mengantongi daftar sirupnya lalu kemenkes bpom dan bala balanya apa iyah masih dipertahankan gak ada sanksi apa apa kalau memang sudah menjadi ancaman dan banyak korban berjatuhan masa gak ada yang masuk penjara orang tua saja kalau lalai menjaga anaknya lalu sesuatu terjadi karna kurangnya pengawasan yang menyebabkan anaknya cacat atau meninggal langsung dipenjara segitu orang tua kandung yang tidak sengaja lah ini perusahaan organisasi instansi pemerintah atau apalah namanya kok gak ada yang ditahan btw semoga saja obat sirup ini bukan kambing hitam atas praktek ilegal yang sebenarnya ditutupi seperti isu yang tersebar bahwa ini sebenarnya efek dari vaksin yang dipaksakan pemerintah semoga saja bukan,ingat sama kasus bedak bayi gak yg johnson apa nama lupa nyebapin bayi kena kanker si ibu tuntut merk sebut adil menang adil akhir merk ganti rugi tarik edar kalau luar pakai larang indonesia aja dipake jadi tanya kalau memang obat sirup gagal ginjal bahkan akut hanya tarik edar tidak tuntut merk sebut bahkan kelas johnson bawa adil orang ibu anak jadi korban kok indonesia banyak korban perintah cuma narik aja kan kata kantong daftar sirup lalu kemenkes bpom bala bala apa iyah tahan gak sanksi apa apa kalau memang jadi ancam banyak korban jatuh masa gak masuk penjara orang tua kalau lalai jaga anak lalu jadi karna kurang awas sebab anak cacat tinggal langsung penjara segitu orang tua kandung tidak sengaja lah usaha organisasi instansi perintah apa nama kok gak yang tahan btw moga obat sirup bukan kambing hitam atas praktek ilegal yang benar tutup isu yang sebar ini benar efek vaksin yang paksa perintah moga bukan,ingat sama kasus bedak bayi enggak yang johnson apa nama lupa nyebapin bayi kena kanker sih ibu tuntut merk sebut adil menang adil akhir merk ganti rugi tarik edar kalau luar pakai larang indonesia saja dipakai jadi tanya kalau memang obat sirup gagal ginjal bahkan akut hanya tarik edar tidak tuntut merk sebut bahkan kelas johnson bawa adil orang ibu anak jadi korban kok indonesia banyak korban perintah cuma menarik saja kan kata kantong daftar sirup lalu kemenkes bpom bala bala apa iya tahan enggak sanksi apa apa kalau memang jadi ancam banyak korban jatuh masa enggak masuk penjara orang tua kalau lalai jaga anak lalu jadi karena kurang awas sebab anak cacat tinggal langsung penjara segitu orang tua kandung tidak sengaja lah usaha organisasi instansi perintah apa nama kok enggak yang tahan ngomong-ngomong moga obat sirup bukan kambing hitam atas praktek ilegal yang benar tutup isu yang sebar ini benar efek vaksin yang paksa perintah moga bukan,ingat sama kasus bedak bayi enggak yang johnson apa nama lupa nyebapin bayi kena kanker sih ibu tuntut merk sebut adil menang adil akhir merk ganti rugi tarik edar kalau luar pakai larang indonesia saja dipakai jadi tanya kalau memang obat sirup gagal ginjal bahkan akut hanya tarik edar tidak tuntut merk sebut bahkan kelas johnson bawa adil orang ibu anak jadi korban kok indonesia banyak korban perintah cuma menarik saja kan kata kantong daftar sirup lalu kemenkes bpom bala bala apa iya tahan enggak sanksi apa apa kalau memang jadi ancam banyak korban jatuh masa enggak masuk penjara orang tua kalau lalai jaga anak lalu jadi karena kurang awas sebab anak cacat tinggal langsung penjara segitu orang tua kandung tidak sengaja lah usaha organisasi instansi perintah apa nama kok enggak yang tahan ngomong-ngomong semoga obat sirup bukan kambing hitam atas praktek ilegal yang benar tutup isu yang sebar ini benar efek vaksin yang paksa perintah semoga bukan,"['ingat', 'sama', 'kasus', 'bedak', 'bayi', 'enggak', 'yang', 'johnson', 'apa', 'nama', 'lupa', 'nyebapin', 'bayi', 'kena', 'kanker', 'sih', 'ibu', 'tuntut', 'merk', 'sebut', 'adil', 'menang', 'adil', 'akhir', 'merk', 'ganti', 'rugi', 'tarik', 'edar', 'kalau', 'luar', 'pakai', 'larang', 'indonesia', 'saja', 'dipakai', 'jadi', 'tanya', 'kalau', 'memang', 'obat', 'sirup', 'gagal', 'ginjal', 'bahkan', 'akut', 'hanya', 'tarik', 'edar', 'tidak', 'tuntut', 'merk', 'sebut', 'bahkan', 'kelas', 'johnson', 'bawa', 'adil', 'orang', 'ibu', 'anak', 'jadi', 'korban', 'kok', 'indonesia', 'banyak', 'korban', 'perintah', 'cuma', 'menarik', 'saja', 'kan', 'kata', 'kantong', 'daftar', 'sirup', 'lalu', 'kemenkes', 'bpom', 'bala', 'bala', 'apa', 'iya', 'tahan', 'enggak', 'sanksi', 'apa', 'apa', 'kalau', 'memang', 'jadi', 'ancam', 'banyak', 'korban', 'jatuh', 'masa', 'enggak', 'masuk', 'penjara', 'orang', 'tua', 'kalau', 'lalai', 'jaga', 'anak', 'lalu', 'jadi', 'karena', 'kurang', 'awas', 'sebab', 'anak', 'cacat', 'tinggal', 'langsung', 'penjara', 'segitu', 'orang', 'tua', 'kandung', 'tidak', 'sengaja', 'lah', 'usaha', 'organisasi', 'instansi', 'perintah', 'apa', 'nama', 'kok', 'enggak', 'yang', 'tahan', 'ngomong-ngomong', 'semoga', 'obat', 'sirup', 'bukan', 'kambing', 'hitam', 'atas', 'praktek', 'ilegal', 'yang', 'benar', 'tutup', 'isu', 'yang', 'sebar', 'ini', 'benar', 'efek', 'vaksin', 'yang', 'paksa', 'perintah', 'semoga', 'bukan']"
video1,Itulah mengapa indonesia di sebut negara konoha dan wakanda. Krna emang pemerintahanya kalau bikin aturan suka lucu🤣,itulah mengapa indonesia di sebut negara konoha dan wakanda krna emang pemerintahanya kalau bikin aturan suka lucu,mengapa indonesia sebut negara konoha wakanda krna emang pemerintahanya kalau bikin atur suka lucu,mengapa indonesia sebut negara konoha wakanda karena memang pemerintahanya kalau bikin atur suka lucu,mengapa indonesia sebut negara konoha wakanda karena memang pemerintahanya kalau bikin atur suka lucu,"['mengapa', 'indonesia', 'sebut', 'negara', 'konoha', 'wakanda', 'karena', 'memang', 'pemerintahanya', 'kalau', 'bikin', 'atur', 'suka', 'lucu']"
video1,Tsunami,tsunami,tsunami,tsunami,tsunami,['tsunami']
video1,Termorex itu obat tiap anak saya demam 😵😵😵,termorex itu obat tiap anak saya demam,termorex obat tiap anak demam,termorex obat tiap anak demam,termorex obat tiap anak demam,"['termorex', 'obat', 'tiap', 'anak', 'demam']"
video1,Kita lihat..apa ada vaksinasi lagi untuk pencegahan ini..,kita lihat apa ada vaksinasi lagi untuk pencegahan ini,lihat apa vaksinasi untuk cegah,lihat apa vaksinasi untuk cegah,lihat apa vaksinasi untuk cegah,"['lihat', 'apa', 'vaksinasi', 'untuk', 'cegah']"
video1,"obat yg bahaya ada dok
yaitu obat nyamuk
nyamuk di obatin engga kena gagal ginjal dok😅",obat yg bahaya ada dok yaitu obat nyamuk nyamuk di obatin engga kena gagal ginjal dok,obat yg bahaya dok obat nyamuk nyamuk obatin engga kena gagal ginjal dok,obat yang bahaya dok obat nyamuk nyamuk obatin enggak kena gagal ginjal dok,obat yang bahaya dok obat nyamuk nyamuk obatin enggak kena gagal ginjal dok,"['obat', 'yang', 'bahaya', 'dok', 'obat', 'nyamuk', 'nyamuk', 'obatin', 'enggak', 'kena', 'gagal', 'ginjal', 'dok']"
video1,"Masya Allah, karna penjelasan dokter Richard, aku jadi lumayan lega, Aku orang nya  Super2 Parnoan, panikan jd bnr2 gelisah bgt.. pikiran udah Negatif tingkhing terus ke Anak2.. pokonya sangat Gak tenang😭 semoga Semuanya Sllu dalam lindungan Allah, sehat 2 Aminnn 🤲",masya allah karna penjelasan dokter richard aku jadi lumayan lega aku orang nya super parnoan panikan jd bnr gelisah bgt pikiran udah negatif tingkhing terus ke anak pokonya sangat gak tenang semoga semuanya sllu dalam lindungan allah sehat aminnn,masya allah karna jelas dokter richard aku jadi lumayan lega aku orang nya super parnoan panik jd bnr gelisah bgt pikir udah negatif tingkhing terus anak poko sangat gak tenang moga semua sllu lindung allah sehat aminnn,masya allah karena jelas dokter richard aku jadi lumayan lega aku orang nya super parnoan panik jadi benar gelisah banget pikir sudah negatif tingkhing terus anak pokok sangat enggak tenang moga semua selalu lindung allah sehat amin,masya allah karena jelas dokter richard aku jadi lumayan lega aku orang nya super parnoan panik jadi benar gelisah banget pikir sudah negatif tingkhing terus anak pokok sangat enggak tenang semoga semua selalu lindung allah sehat amin,"['masya', 'allah', 'karena', 'jelas', 'dokter', 'richard', 'aku', 'jadi', 'lumayan', 'lega', 'aku', 'orang', 'nya', 'super', 'parnoan', 'panik', 'jadi', 'benar', 'gelisah', 'banget', 'pikir', 'sudah', 'negatif', 'tingkhing', 'terus', 'anak', 'pokok', 'sangat', 'enggak', 'tenang', 'semoga', 'semua', 'selalu', 'lindung', 'allah', 'sehat', 'amin']"
video1,ini akibat emak2 gossip..jd feudal,ini akibat emak gossip jd feudal,akibat emak gossip jd feudal,akibat emak gossip jadi feudal,akibat emak gossip jadi feudal,"['akibat', 'emak', 'gossip', 'jadi', 'feudal']"
video1,nah harusnya channel nya kek gini. jgn kayak kmren2 ghibah sm pelakor.,nah harusnya channel nya kek gini jgn kayak kmren ghibah sm pelakor,nah channel nya kek gin jgn kayak kmren ghibah sm pelakor,nah channel nya kayak gin jangan kayak kemarin ghibah sama pelakor,nah channel nya kayak gini jangan kayak kemarin ghibah sama pelakor,"['nah', 'channel', 'nya', 'kayak', 'gini', 'jangan', 'kayak', 'kemarin', 'ghibah', 'sama', 'pelakor']"
video1,"Anak aku klo batuk pilek klo minum priksa dokter ak minta y kapsul yg di gerus ,kadang minum baby kuk ,dlu pernah minum sirup Dr bidan hbs di minum lewat 5 menit malah kejang2",anak aku klo batuk pilek klo minum priksa dokter ak minta y kapsul yg di gerus kadang minum baby kuk dlu pernah minum sirup dr bidan hbs di minum lewat menit malah kejang,anak aku klo batuk pilek klo minum priksa dokter ak minta y kapsul yg gerus kadang minum baby kuk dlu pernah minum sirup dr bidan hbs minum lewat menit malah kejang,anak aku kalo batuk pilek kalo minum periksa dokter aku meminta ya kapsul yang gerus kadang minum baby kuk dulu pernah minum sirup dari bidan habis minum lewat menit bahkan kejang,anak aku kalo batuk pilek kalo minum periksa dokter aku meminta iya kapsul yang gerus kadang minum baby kuk dulu pernah minum sirup dari bidan habis minum lewat menit bahkan kejang,"['anak', 'aku', 'kalo', 'batuk', 'pilek', 'kalo', 'minum', 'periksa', 'dokter', 'aku', 'meminta', 'iya', 'kapsul', 'yang', 'gerus', 'kadang', 'minum', 'baby', 'kuk', 'dulu', 'pernah', 'minum', 'sirup', 'dari', 'bidan', 'habis', 'minum', 'lewat', 'menit', 'bahkan', 'kejang']"
video1,Anak saya batuk filek trus denger berita kaya gtu langsung tak buang obatnya😭😭😭,anak saya batuk filek trus denger berita kaya gtu langsung tak buang obatnya,anak batuk filek trus denger berita kaya gtu langsung tak buang obat,anak batuk filek terus dengar berita kayak begitu langsung tidak buang obat,anak batuk filek terus dengar berita kayak begitu langsung tidak buang obat,"['anak', 'batuk', 'filek', 'terus', 'dengar', 'berita', 'kayak', 'begitu', 'langsung', 'tidak', 'buang', 'obat']"
video1,"Nah inilah begoknya negara konoha,yg cpt percaya tanpa di telusuri lbih jelas",nah inilah begoknya negara konoha yg cpt percaya tanpa di telusuri lbih jelas,nah begoknya negara konoha yg cpt percaya di telusur lbih jelas,nah begoknya negara konoha yang cepat percaya di telusur lebih jelas,nah begoknya negara konoha yang cepat percaya di telusur lebih jelas,"['nah', 'begoknya', 'negara', 'konoha', 'yang', 'cepat', 'percaya', 'di', 'telusur', 'lebih', 'jelas']"
video1,gwa bapak bapak bos,gwa bapak bapak bos,gwa bapak bapak bos,gwa bapak bapak bos,gwa bapak bapak bos,"['gwa', 'bapak', 'bapak', 'bos']"
video1,Termorex Sirup.. dari jaman gw bocil dan sekarang dah umur 30+++ . Alhamdullillah gpp.. hehehe,termorex sirup dari jaman gw bocil dan sekarang dah umur alhamdullillah gpp hehehe,termorex sirup jaman gw bocil sekarang dah umur alhamdullillah gpp hehehe,termorex sirup jaman gue bocil sekarang deh umur alhamdullillah enggak apa-apa hehehe,termorex sirup jaman aku bocil sekarang deh umur alhamdullillah enggak apa-apa hehehe,"['termorex', 'sirup', 'jaman', 'aku', 'bocil', 'sekarang', 'deh', 'umur', 'alhamdullillah', 'enggak', 'apa-apa', 'hehehe']"
video1,Iyah juga bng baru2 ini kenapa gak duluk2 nya knapa baru ini kejadiyan nya,iyah juga bng baru ini kenapa gak duluk nya knapa baru ini kejadiyan nya,iyah bng baru kenapa gak duluk nya knapa baru kejadiyan nya,iya bang baru kenapa enggak duluk nya knapa baru kejadiyan nya,iya bang baru kenapa enggak duluk nya knapa baru kejadiyan nya,"['iya', 'bang', 'baru', 'kenapa', 'enggak', 'duluk', 'nya', 'knapa', 'baru', 'kejadiyan', 'nya']"
