text_manual_replaced,label
enggak dulu dok baru iya,0
jangan heran jangan aneh hampir semua jabat era jokowi dari mulai menteri sampai jabat perintah nya tidak becus kerja konferensi pers asal tanpa teliti konsep yang jelas makanya jokowi sering marah bawah jabat tidak sesuai dengan mampu yang milik bisa hancur negara kalo urus kepada orang yang bukan ahli jamin,-1
obat pada ahli suwuk yang mengunakan air putih yang guna baginda nabi muhammad saw,0
ambroxol sirup kan obat generik banyak pabrik buat ambroxol sirup nah ambroxol sir pabrik apa yang larang duh kok,-1
siapa paling untung rilis obat kenapa baru sekarang bpom gerak apa req konglomerat hitam yang lagi rambah bisnis farmasi sehat bertanya saja aku mah,-1
mau komen takut entar hilang negara konoha,-1
depaken depakote er yang biasa makan terus kalau enggak makan obat aku semaput dong padahal keponakan yang bocil kalau panas minum tempra paracetamol,-1
almarhum mama ku kalo anak dan cucu nya sakit kasih unibebi,1
kemarin anak di kadih obat gerus sama dokter sama aku seling madu herbal banyak makin buah sama air mineral yang harga rebu botol,1
yakin efek vaksin covid misc kalau misc yakin efeck nya serang organ,0
tengkulak baru,0
suka banget sama pak dokter cerdas banget god bless lu,1
anak dari dulu kalau sakit minum nya alhamdulilah sembuh tinggal bukan arti karena obat tapi karena allah allah yang tahu mah cuma politi pemerinah biar rakyat nya miskin,-1
lebih parah bisa lolos pasar dok indah nya negeri heboh nya ada konsumen konsumsi,-1
menonton karena anak lagi demam kemarin enggak terlalu ikut berita terimakasih atas share tahu dokter,1
pikir dengn dari richard,0
merk kenal semua kira cucu menkes pernah konsumsi obat tersebut enggak,0
anak ke lagi flu jadi takut kasih obat,-1
kira bukan pasca covid pasca vaksin sesuatu yang rangsang ubah tubuh itu turut sangat ganggu imbang tubuh jadi puzzle yang beranta,1
terus beri ilmu buat dok semoga berkah amin,1
masyaa allah tabarakallah sehat sukses selalu dokter,1
apa yang kemenkes kata rakyat enggak percaya lelah coba curiga vaksin deh jangan diam,-1
jangan gara emaknya vaksin covid,-1
dokter cerdas,1
terimakasih cerah dok,1
wesi wesiii,0
heran aku ber abat kenapa baru sekarang,-1
iya aneh banget enggak sih simpang siur banget sampai heboh bpom belum kasih jelas buat emak bpom bukan obat tapi minum makan kemas cek,-1
dok coba claridem astringent review,0
sekarang anak lagi flu batuk ku galaw karena pergi klinik dokter kasih sirup obat batuk sama paracetamol aku bingung harus aku kasih apa enggak enggak kasih panas badan anak aku tinggi banget dengar jelas dari ricart aku sedikit tenang karena aku masih kasih paracetamol sama anak aku umur tahun terima kasih doktr sehat selalu dari richard,0
yakin sebentar lagi tri sehat panggil dpr tegur presiden,0
jujur apakah pabrik obat tidak ganti komposisi ada bahan baku lebih murah,0
main perintah karena covid hipang jadi sakit baru,1
maaf pak dokter ekpresi jangan kayak neng sama senyum ketawa ketawa maaf,1
apa mungkin dana dana liar kucur untuk tangan pasien tersebut,0
media media sini memang suka berlebihan,-1
iya nyawa harga wong yesus kristus saja rela korban nyawa tebus manusia semua koyo rai seng pikir duiit thok saja leee,-1
wah kalau obat batuk sirup tarik menkes terus kalau aku batuk pilek biasa minum obh kan sirup apakah di tarik bpom,0
kalo mnurut sih main indonesia penuh dengan main apa main masuk nyawa manusia,0
jawa timur banyak korban pak,-1
aku tidak dengar obh conbi anak,0
obat india deh tahu sendiri kan buat makanya kayak bagaimana,0
efek domino,0
terima kasih dok atas jelas tenang enggak panik karena punya baby kembar,1
dok tempat sama obat sirup di larang,0
oke,0
enggak aneh sudah tahun baru tahu ingat abotil tahun cuy,1
bpom harus bertanggungjwb yang awas,0
ikut ikut we,0
isu lebih meresahkn dari sakit karena isu lebih parah dari sakit,-1
pola pikir orang indonesia bagus aksi tahan dari sebuah isu tapi kalau sipil rakyat yang brfikir seperti wajar lah kemenkes bos wkwkw,-1
emnk indonesia beli obat india kan enggak kan deh tahu india negara begitu kan,0
drumahkn saja dulu kmenkes sama kpla bpom iya juga,0
katanya anak yang serang gagal ginjal umum konsumsi obat sirup yaiyalaaahh sudah puluh tahun aku kecil juga minum obt sirup kalo sakit kan anak pak menkes masak minum pil jangan entar keluar ini vaksin balita ups jangan loh jangan jangan,-1
termorex obat legend kecil sudah tahu termorex sekarang punya anak anak aku umur tahun obat sudah minum sejagad raya terus kenapa baru sekarang bilang masalah tempra hufagrip sanmol proris anak aku bayi sudah dan sudah tahun anak minum obat terus kenapa baru sekarang perintah larang allah bingung juga dengan kondisi negeri dongeng,-1
bpom waspada,0
kok gini iya bikin heboh rakyat bikin deh dig dug maksud apa ada konspirasi negara apa rakyat lelah deh,-1
terimkasih pahlawan negara indonesia kontentnya sangat manfaat sangat detail sekali informasi kontent dokter jadi lebih tenang,1
iya nih sudah lm edar baru tahu bahaya apa gunany bpom dong indak semua anak bisa ksik obat puyer perintah selalu lmbat,0
sudah enggak bisa beli antangin cair,0
semenjak difaksin banyak sakit muncull,-1
bpom tidurrrrrr bangunin dong dokter richard,0
bpom mana kemarin kok tiba kaget apa kemarin cuan terus lupa tugas,-1
apa hubunganya dengan anak sering minum obt dok pikir aku saja karena aku punya anak yang anak minggu sekali obat entah pnas bapil diare kira aman indak dok karena anak aku kalau aku belikan obt sirup apotik enggak cepat sembuh,0
kalau unibabykuk nih ankku sering minum dan alhamdulillah tidak kenapa dari byi sampai itu mnum,1
baik kurang obat obat dokter ganti yang alami herbal tanam,0
iya kecil aku sudah minum obat batuk baik baik aku sekarang,0
kalau enggak besar besar enggak jadi proyek bos,0
kata akhir sama dengan yang ku alami dok sirup yang manis saja anakq minum susah,-1
dok beri edukasi baik para orang tua,0
terus beri tunjuk masyarakat dari richard,0
trimksih dok,1
gila gila,-1
poduksi kapan gaboleh konsumsi kalau beli nya heboh masalah bagaimana,-1
bpom seyogyanya teliti produk makan seperti permen hisap minum instan yang kandung gula buat sorbitol karena anak terkadang konsumsi permen minum instan lebih juga buat gagal ginjal akut juga,0
bocah kurang minum air putih obat terus sekolah jajan makan minum modern boba aneka soda kakak perempuan modern kfc mcd burger king,0
ayo dokter bukti suara yang benar dukung dokter pikir dokter sama kita semua,1
bagaimana iya anak aku mau imunisasi dapat tapi kalo demam pakai obat apa cara paracitamol bahaya untuk bayi,1
ketua kmenks orang dokter lee rakyat edukasi bukan takut i,0
terima kasih informasi dok manfaat sekali,1
yang dokter richard videoin sudah keluar kalo deh aku lihat vlognya dari gerry miche kynya sudah uji awal suruh henti dulu sekarang sudah masuk obh komix juga,0
vitamin pakai madu dulu kali dok kalau madu tj joybi aman enggak dok,-1
semua obat rata yang biasa konsumsi anak lama tidak masalah tapi dengar cerita ibu didepok yang anak balitanya tinggal habis minum obat paracetamol sirup jadi takut jadi percaya sebagai orang yang awam dengan dunia dokter lebih baik jaga dan waspada jangan sesal jadi sekarang kasih anak balita obat puyer tablet agar tidak pahit aku campur madu lihat kembang lqgi,-1
copot urus bpom resufle menkes nya,0
kan logo bpom nya jadi apa karyawan bpom makan gaji buta,0
iya iya dok nama obtx unny baby yang dosx warna coklat,0
terus kalau pernah makan memang apa masalah kamu,-1
di periksa kok obat sirup yang tahun tidak lihat evaluasi vaksin anak covid saja lenyap tidak bekas main kapitalis,1
kawatir menkes bakal larang minum air putih semua list obat edar lama lho jadi efek vaksin tanda kutip vaksin bisa jadi kan,1
banyak minum minum dok kalau anak kecil,1
dokter mau tanya obat batuk buat di tenggorok kayak kering terus pas batuk berat obat kira apa dok,0
salah badan potong kepala,0
bp pom tanggung jawab lalai banyak anak jadi korban jadi baru tindak harus korban baru gerak bp pom,-1
iya dok indonesia mah begitu apa sudah heboh aneh kan dok kan sudah bpom dari awal enggak percaya dok masa paracetamol yang aman buat bayi sampai dewasa tarik,1
kafir,-1
tuju banget bapak mertua aku enggak bisa kencing tuduh obat tablet,-1
terima kasih dokter kasih cerah,1
muantan dok cerdas,1
alih isu,0
aku menonton auto ikut tambah wawas mantull dok,1
parah judul klik bait nyata mengira benaran yang jual obat sirup yang larang ckckck,-1
buah main,0
bohong gara gara vaksin,-1
pernah kerja salah satu usaha farmasi yang kenal indonesia turut atur sop nya sudah sangat ketat jauh kerja usaha tersebut sudah biasa konsumsi obat batuk yang produksi usaha tersebut jaman sekolah kalau pribadi perintah sendiri yang terlalu suka sebar resah masyarakat tambah gagal ginjal jangan pukul rata media sering framing olah olah negara sedang baik baik banding negara misal lapar inggris pasca mati ratu elisabeth padahal aku orang indonesia yang inggris demikian mayat gelimpang jalan ekuador padahal hoaks media kadang buat berita lebih corona kemarin padahal pagelaran euro eropa sana kerumun tidak pakai masker padahal negara sedang sibuk ppkm maaf aku kurang tuju tindak perintah yang gesa gesa setop obat obat sirup juga gesa gesa impor obat obat singapura yang diclaim jadi pecah masalah yang saat aku juga pernah kerja jepang di negeri sakura sendiri memang obat obat dengan dosis rendah misal paracetamol semoga harap aku adalah turun dosis obat obat tukar kualitas bahan obat yang lebih baik,0
pakai topi dok,0
anak dari usia tahu sekarang usia tahu minum obat batuk pilek sirup tidk apa apa sudah cocok minum obat sirup dok,-1
konten edukasi manfaat kayak gini yang trend viral sosmed masuk tv,0
turut aku sih bukan masalah di obat nya masalah dari dulu sudah dipakai aman saja turut aku sih masalah di kemenkes nya yang enggak becus mengurus sehat masyarakat,1
apa aku yang curiga vaksin,-1
perintah nya bikin was rakyat nya covid hilang sekarang bikin heboh parasetamol tahun besok apa iya,-1
benar aku saja dulu diminumin termorex enggak mas enggak kena ginjal,1
semua pernah minum,0
bpom kemana bayar dengan uang rakyat lindung rakyat lindung produsen obat,0
kok cuma indonesia ribut kalo konspirasi mafia arti mesti selidik,-1
kalau boleh aku saran dok maaf bukan ajar loh bagaimana obat nya pakai tradisional dulu sering minum air hangat bisa juga dengan peras kencur kunyit temulawak bisa juga dengan minum air kelapa hijau air klpa biasa ala orang zaman baheula pr ortua kan pakai obat tradisional rimpang,1
mau nanyak dok yang salah siapa badan pom apa pabrik obat nya kalo obat yang di jual di apotik di pasar kan sudah lolos uji coba bpom kok ada kasus obat gagal ginjal apa waktu di uji Cuma botol iya saja kacau,-1
kalo sudah demam itu memang enggak enak usaha cari obat yang nyembuhkan langsung sembuh padahal bahaya anak demam kita usaha untuk nyarik obat biar cepat sembuh bukan buat sembuh biar cepat sembuh mode panik padahal orang tua mengajari obat tradisional untuk demam minum jeruk nipis campur kecap minum madu,-1
betul dok juga sering minum ambroxol syrup antaside syrup terima kasih cerah dok keren banget cerah berani buka pikir consumen agat tidak takut yang nama obat apa kalau lebih tidak baik bahaya kita minum obat tidak mungkin lebih ada batas jangka waktu obat jantung tensi,1
cium bau bisnis kemarin tahun bisnis lancar sudah panen cuan sekarang bikin narasi biar cuan halah mau saja bodoin,-1
gara obat sirup enggak di minum kemarin ana usia tahu demam bingung aku mau kasih obat apa anak sedang demam tinggi kepala pusing sudah bismillah aku beli kontrexin tablet warung dan alhamdulillah hari demam turun,1
bukan obat yang bahaya tapi jjanan anak yang makin banyak dan bp pom,0
heran dok kok obat yang bahaya bisa lolos uji awas bpom sama kasus dokter masalah skincare sangat bahaya awas sendiri masalah harap bpom di periksa bisa jadi begini,-1
terima kasih dok,1
bpom jangan cuci tangan,0
benar sudah malas bahas yang blunders v ingat yang video kemarin itu kata dokter obat herbal enggak bisa ngobatin karena apa butuh obat sebagai pulih biar cepat sembuh nah tadi awal video sudah promosi obat gagal total kaca obat kuat xd komposisi sudah herbal lho ginseng obat herbal jaman sekarang mah sudah proses dengan teknologi jadi bisa jadi obat bahkan ganti obat kimia memang kondisi tubuh lebih cocok lebih terima dengan obat kandung herbal daripada yang kimia juga yang mana kondisi tubuh butuh obat dari dokter yang lebih manjur seperti obat yang dosis bisa sesuai dengan kondisi pasien obat yang beri dokter sebelumnya tidak mempan masih lanjut gejala tidak kurang gejala kalau dokter zaman dulu bilang obat kimia sbnrnya enggak bisa atas akar sakit hilang sembuh kurang gejala misal sakit kanker otak kasih obat reda nyeri tidak sembuh kanker beda dengan obat herbal kerja sampai akar sakit kuat alam enggak bisa banding bandingke dengan kuat manusia kuat alam beri sembuh secara alami bagaimana manusia juga asal dari alam seperti tadi dokter bilang kalau sakit ringan enggak usah obat cukup jaga imun jaga imun kan butuh asupan herbal juga seperti makan sayur buah madu susu,0
cara media massa cari uang main resah bingung kacau sengaja kah tehnik kalimat sayap,-1
dok cara atas idukasi dini seperma encer bagai mana dok,0
bapak menyimak pak dokter,0
kalau kayak minum ale ale kakak perempuan rio kakak perempuan kotak kakak perempuan sisri nutri sari bagaimana dokter buka banyak banget minum,0
wah sirup bikin gaduh baru dunia farmasi,-1
dok anak tahu minum banyak tapi malas pipis kalau enggak disruh hari paling xsehari tapi sekali pipis banyak warna masih jernih enggak keruh apa perlu periksa dokter,1
cek sih derita minum susu formula tidak,0
logika balik maksud jabat yang orang awam kita enggak pikir,1
terima kasih sok much iya pak dokter pahlawan atas informasi gbu amin,1
dok terus minum obat apa kalau anak sakit,0
dok gambia negara bukan kota,0
dari ramah banget,1
padahal dari adik kecil minum merk enggak apa-apa tiap minum baby cough adik dulu langsung sembuh,1
orang tempo dulu enggak seribet jaman sekarang bukti orang dulu sehat saja panjang saja itu umur nya,0
teliti perlu proses perlu waktu tuju sama perintah sih bagus banned dulu duga belum kalau belum banned nyata memang bahaya korban jiwa makin banyak bukan perintah juga yang salah perintah di anggap lamban tambah korban jadi apa salah bagai cegah banned dulu coba deh buka sikit pikir dok,-1
nama obat kalau konsumsi brlebihan lari nya ginjal situ paham kan,-1
jajan anak sekolah juga tes bpom bpom makan gaji buta,0
tri rata asal bunyi,0
bau bau bisnis baru,0
kalau memang obat turun panas kok tidak dulu dulu ramai kayak sekarang,-1
dulu anak kalo demam batuk minum parasetamol termorek allhamdulilah enggak apa-apa anak lulus sama vic formula sering minum,1
nih negara makin sini makin kusut banget mulai institusi dinas lembaga sampai tri jabat manusia tidak kompeten akhir kusut semua,-1
dokter apa boleh meminta nomor telepon buat konsultasi,0
negeri gampang bawa perasaan,1
perintah ambil bijak sama ahli bidang dukung tunggu hasil nya mudah segera selesai indonesia sehat semua,1
etilena glikol cukup racun ldlo semoga kg manusia sumber safety officer ini physical chemistry november safety msds data for ethylene glycol oxford university akses tanggal december,0
ayo dok terus lah nyanyi karena jarang sekali dokter yang nyanyi dokter lee sangat bantu masyarakat tengah bawah,1
dok bagaimana kalau anak lagi terapi kejang bentuk sirup merk valproic acid mohon jawab nya dok,0
nasib baik tolak angin masuk daftar,0
ada nyata resmi bpom,0
biasa nama dokter takut enggak yang beli obat kimia,1
edukasi mantap jiwa god blessed lu dari r,1
apa biar enggak beli obat harus dktr biar dkt sakit harus dktr karena enggak bisa kasih obt yang biasa kasih jadi harus dengn resep dkt lalu bagaimana kalau yang memng enggak punya uang apa harus kdktr karena obt yang jual bebas sudah enggak bingung deh aku soal aku dari kecil minum obt aman saja minum obt karena memng aku sakit dari kecil tapi karena memng mnum obt dengan dosis kita enggak mlbhi saja sama minum lebih banyak kalau mengkomsumsi obtan semoga anak ku sht selalu amin semoga semua bisa jalan keluar dari yang buat ibu semua yang punya anak enggak cemas,0
bodoh putus terlalu prematur,-1
kawal dan bantu masyarakat indonesia masalah dok jadi takut minum obat kalo anak sakit bagaimana kalo sakit dikit dokter kalo punya uang enggak masalah kalo tidak bagaimana sedang kan kalo malam anak sakit ugd bayar mahal kamu tapi kalo deh sedia obat kan enggak harus dokter malam,-1
negeri ku yang lucu,1
terus bagaimana beli obat sirup apotik lanjur sudah enggak ini,0
heran obat obat bahkan ada sejak aku kecil sampai sudah punya anak kenapa baru sekarang banyak kasus gagal ginjal akut anak dari dulu benar banyak kasus belum tahu atau,-1
halo dokter richard review skincare animate dong dok,0
siapa yang mulai ngegoreng berita,0
dari yang hebat muda ganteng smart buat ibu tenang bila ikut cerah,1
kimia farma sudah tarik semua soal minggu kemarin aku mau order vitamin curcuma bayi cuma bom aku cowok kemarin aku cek enggak lagi,0
terus aku percaya sama kamu apa perintah,1
kalo begitu pki obat tradisional saja pki obat rem banget,-1
hati mengomongnya kemenkes enggak asal mengomong dok resiko rakyat,0
karena banyak usia balita bareng baru saja kemarin program bian bulan imunisasi anak nasional bukankah vaksin juga zat larut nya zat,0
tebus kamu enggak anjaaaaayyyy,-1
aku rasa adalah alih isu sambo,0
takut sekali padahal obat kok bahaya,-1
tuju dengan dari richard edar sekian lama sudah izin bpom kok baru sekarang teliti memang waktungajuan izin bpom mengapai,-1
prihatin sih dengan perintah jmn sekarang,-1
aku lutchu lihat ekspresi baca nya dari richad lee kalo mnurut aku mah biasa oknum uang lagi coba bikin geger indonesia dok jelang isu ras dan yang sudah enggak ampuh jadi cari drama baru sudah berapa coba dalam beberapa bulan berita yang besar yang bikin geger indonesia ku dari richard lee,-1
sisi positif nya hati hati untuk anggap enteng pada waktu hadap awal awal covid negatif nya rakyat jadi takut bingung obat obat yang sebut perintah sebut sejak dulu jual bebas sudah konsumsi banyak orang,-1
dok komentar pin tanya besar kenapa cuma gagal ginjal akut yang viral gegara eg deg pasien tumor kayak sangat jelas korban awet micin junkfood makan cepat saji mie instan utama lain kenapa bahan bahan tidak di bann padahal remaja yang punya sakit fam kayak buanyak banget loh heran di negara viral dulu baru tangan,-1
orang ibu jadi takut dokter pakai obat sirup,0
aku semua obat ada efek samping yang ringan berat gantung berapa banyak lama minum obat sebut,0
informasi bagus,1
jangan cari kambing hitam obat deh puluh tahun masuk akal enggak sih,-1
dok jangan lupa kalo itu tinggal negeri konoha dimana yang tidak masuk akal terjadi semua konyol terjadi bawah pimpin jokowi karena era presiden sebelumnya negara normal saja,-1
orang indonesia sudah bodoh mengaku dukun,-1
yang di sebutin aku suka kasih anak aku dok dari bayi sampai sekarang di kasih sirup benar dilema banget,-1
terima kasih edukasi dokter tetap konsultasi dokter untuk lebih aman anak sedang sakit salam sehat selalu,1
sama kasus covid bahaya asal usul belum jls sampai sekarang cuma doktrin awal orang jatuh pinggir jalan lewat tmpln media tv padahal belum jls karena tidak ada bukti yang real,1
terimakasih dokter,1
ibu susu vaksin apa ngaruk anak,0
dok kalau orangtua di vaksin bisa pengaruh anak kandung indak,0
terima kasih banyak dok informasi sangat manfaat semoga senantiasa inspirasi dok amin,1
apa vaksin dok dulu obat anak aman saja semenjak vaksin selalu yang aneh turut saja sih,-1
biar yang produksi obat cuan you know lah kan,0
nah benar itu minum gelas yang manis luarbiasa anak kan doyan,1
obat yang kan sudah dulu dok kenpa baru sekarang potensi gagal ginjal akut nya,1
bpom kabnyakan hiling,1
banyak minum air bening bikin pipis jangan kuning banget jangan lupa nafas hirup udara lewat hidung keluar lewat mulut rasa edar darah seluruh tubuh jangan lupa makan sehat sempurna,1
terima kasih dok informasinye,-1
kalau sanmol parasetamol bagaimana dok,0
buat netizen anak sedang batuk batuk saran beli balsem minyak ton anak murah riah lumayan buat reda,1
kalo memang gagal ginjal yang produksi di beri sangsi,1
nah aku paham dengan pikir dokter yakin obat apa juga makan minum sekarsng banyak jenis makan minum kandung man buat warna yang lebih extrim kadar,1
pakai madu saja yang alami karena madu juga salah satu obat segala macam obat,-1
ah mah politik dokter saja biar obat rumahsakit laku tertawa biasa kayak virus kemarin gede gedein rumahasik,-1
tahu informasi obat teknologi transdermal yang cukup tempel minum dokter lee yang hormat,0
sekarang lagi musim cuaca enggak stabil banget banyak batuk pilek demam mungkin sering serang anak bulan smbh sakid lagi bulan smbuh sakidnlagi mungkin minum obadnya dalam durasibwktubyg singkat tambah minum jenis enggak cukub tambahblg beberapa obad cara total mungkin jadi banyak dosis,0
salah bpom nih enggak teliti apa kurang ilmu,0
mana bpom lama apakah tidur saja pekerjaanya,-1
terima kasih dokter richard edukasi kasus gagal ginjal akut hampir sama dengan kasus batuk pilek influenza sudah beberapa bulan lagi tingkat ini buat kita prioritas obat alami sakit tetap perlu obat resep dokter memang sangat perlu,1
ting ting ting hati kang bakso om richard,0
tuju dengan dokter,0
maaf dok mau tanya apa faksin bisa itu,0
konspirasi macam apa,0
yang aku harap masyarakat indonesia sehat biar enggak konsumsi obat dari farmasi,0
lmayan jadi proyek buat menteri sehat pura ngontrol kan lmayan dapat ongkos bensin,0
dok jujur ini tarik pikir mungkin bisa cari tahu anak yang sudah alami gagal ginjal sebut sang ibu susu pasca v dan,0
paling resah list obat sebar grup whatsapp sudah sumber enggak jelas disebarin selain bikin panik konsumen calon konsumen bikin pabrik obat memang kena fitnah rugi,-1
buat peer dokter,0
tapi yang ganjal ada bayi yang bulan tinggal tapi enggak minum obat sirup jadi apa ding kalau dari jajan kata bayi juga baru mpasi jadi beri asi mpasi,0
apialis syrup omg beberapa mng yang lalu ankku minum obat legen banget sampai rekomendasi dari dokter juga semoga tetap sehat ada yang pernah anaknya minum apialis syrup bun,1
semoga cepat jadi jelas benar apa gagal ginjal akut anak tidak takut semua yang punya anak,0
pak dokter turut aku karena darurat sakit terlalu cepat lihat anak anak yang sakit ginjal akut jadi karena habis minum obat sirup makanya cegah nya yang laku sita obat bentuk sirup sambil jalan ada teliti karena teliti lama untuk cegah resiko terlalu besar lihat akan dokter lebih lihat rugi usaha farmasi,-1
apa bpom sanmol saja kena,-1
kalau menkesnya bukan nakes dokter,0
terima kasih banyak untuk edukasi dokter semoga dokter sehat selalu,1
dokter sudah pakai masker bisa kenal lupa nama ingat nya dokter skincare,0
mantap dok sebagai emak aku jadi enggak gmpang bodoh dengan berita menambah wawas dunia obat,1
terimakasih dokter jasa buat ku lega sehat selalu dok semoga semua dan anak semua sehat amin,1
trimakasih atas informasi dok,1
kalau eg deg man buat dok apa kabar yang man buat minum kemas permen dok apa sama kalau sama kok indak cek juga kok lalu obat syrup yang langsung kena imbas,1
kalau laserin bagaimana tremenza syrup aman,0
teliti apa anak balita minum asi apa sufor memang sufor lebih berat cerna ginjal jangan obat saja disalahin,-1
bismillaah ke alami saja dok alquran obat segala macam pnyakit habatusauda madu zaitun kurma air putih semua nutrisi alami suplemen alami juga bisa menjadi wasilah sembuh pngobatan nabi dengan bekam ruqyah,1
kan sekarang ramai kanjuruhan saudara laki-laki,1
bodreksin sirup enggak dok,0
tempra dah tahu aku kalo anak aku panas dari anak pertama sampai yang umur tahu enggak pnh ganti yang sudah cocok tempra karena enggak sampai atau hari panas nya turun anak dah sehat ceria lagi mudah ini baru duga kalo tempra gagal ginjal amin,1
pernah pakai termurex cuma kali beli lanjut enggak beli,0
yang anak aku pernah paket deh cought unibebi cetirizin fasidol banyak yang dokter kasih periksa yakin semua anak indonesia pasti pernah konsumsi guafenesin anak aku kalo panas suka kejang lalu bagaimana ngatasinnya kalo enggak konsumsi paracetamol ambil putus yang bijak dong pak men,-1
anak kerja indxxxxxt kata iya sudah tarik semua dok obat yang syrup,0
terimakasih dok atas imformasinya aku sebagai ibu tidak hawatir lagi tentang anak aku yang sudah minum obt sukses selalu buat dokter lee,1
waduh anacetine anak hari aku kasih anacetine dok,1
anak pilek tidak kasih minum sirup,0
elit global bikin kisruh habis orang dewas hewan ternak terus anak,-1
terima kasih dok atas jelas edukasi nya jadi kurang cemas para ibu yang punya anak kecil,1
kalau konten cerdas geram sama bijak berbicara sembarangan buat apotek sepi takut orang tua beli kan obat buat anak sakit susah minum obat,-1
coming soon,0
sudah jadi baru sibuk perintah,-1
judul nya sesat kata buat arti,-1
anak ada konsumsi salah obat yang di sebut selama tahun enggak kaget sih kalau depakene as valproat masuk daftar karena dokter sudah pernah cerita dokter anak juga kasih solusi hindar dari resiko buruk rasa lebih baik turut saran dokter karena dokter kan yang lebih paham soal obat kalau kita ikut saran dokter rasa aman sih,1
proses gagal ginjal mudah gagal kawin,1
dok mungkin enggak sih nya vaksin yang terlalu banyak buat aku sih enggak logis banget vaksin nya banyak,1
pergi turut aku benar saja larang dulu kan semua kan periksa nah kalo yang enggak cuma sedang belum periksa semua yang bagaimana siihhhh sekali saja semua di larang dulu kalo sudah fix baru di realese,-1
sudah mesti tri kabinet jokowi selalu buat heboh masyarakat,1
anak tidak sakit mata pucat,-1
paracetamol sirup dulu waktu kecil aman saja itu indonesia berita heboh dikit luar negeri ikut heboh juga nya investigasi dulu,-1
nah dock kok kayak kaget padahal jual sudah lama terus yang salah yang hukum semua kan enggak faham,-1
akibat faksin kalau turut aku,0
saran jangan musnah obat bagus maut tidak tolak mati hidup kuasa tahu untuk timbang,0
proris sanmol langgan anak aku dari kecil kalo panas alhamdulillah tokcer terus sekarang larang fix enggak sakit,1
ah aku mah curiga mah main who semenjak pandemi akhir sakit baru muncul bulan sekali ada sakit baru yang monkeypox lah yang hiv lah yang sekarang gagal ginjalwho senang takut orang dunia,-1
india licik tod saja negara jorok india,-1
terima kasih banyak dokter,1
terimakasih dok alhamdulillah lega dengar jelas dokter jadi was,1
makanya dukung terus jokow biar negara makin ruwet,-1
nah pikir juga alih isu bukan apa ikut tetiba banned segitu apotek kalang kabut emak galau jamaah balita paling sering tumbang,-1
terimakasih dokter atas informasi tunggu informasi lanjut,1
anak aku tahun tiap batuk panas demam selalu aku beri obat sirup tapi alhamdulillah sembuh tidak terjadia apa obat sirup bermsalah pabrik depkes bpom harus brtnggung jawab penuh,0
sumpah aku heran sama warga indonesia dangkal kali pikir,-1
richard lee hebat,1
kayak mau bikin obat ini oke gini takar kata bpom enggak pernah cek kala kocak bpom,1
bpom nya bubarkan,-1
pusing anak masih kecil yang satu sakit gigi yang satu lagi pilek bagaimana baik jelas obat merk apa yang dan tidak,-1
dokter maaf mau tanya kalau tolak angin cair tidak and aman enggak terima kasih,0
hari anak diresepin amoxilin syirup sama dokter kata dokter juga enggak papa bismillah semoga baik semoga seluruh anak indonesia sehat semua jauh dari sakit misterius amin,1
kata mah enggak semua obat syrup gagal ginjal dok aku kecil tahun an ada obat syrup yang gagal ginjal kan sekarang kecil brti edar yang sekarang kan bisa lihat korban konsumsi obat apa,0
vitamin elkana anak minum sudah lama memang bagus kalau di tarik belum yang cocok vitamin nya ada ada saja,1
nah lebih baik balik sehat daripada ikut gosip kan kayak gini manfaat,0
kok sungguh seram seram yac padahal anak anak sekolah kayak sd sampai makan jajan yang pakai saos miuman warna pmanis tidak parah tapi yang batuk batuk pilek sedang sakit pakai obat syrup kait dong,-1
betul dok besar anak tidak suka minum jamu atau obat herbal aplgi puyer ujungx nya muntahin kalo paksa minum,-1
dari richard di booster,0
jadi lama apa kerja bpom jadi baru sibuk kenapa dari awal sering jadi sudah edar masyarakat baru tahu kenapa dari awal cegah,-1
oh jadi apa kerja nya kemenkes bpom kalau periksa sendiri obat nya terus pihak farmasi nya periksa mana enggak mengerti deh tuju banget sama dokter sehat terus dokter richard,0
reaksi perintah mungkin lebih tapi insya allah punya maksud yang baik,1
aku dulu jual obat obat yang sekarang larang dulu unibeby coug obat yang paling laris harga yang murah lumayan manjur yang jadi heran baru sekarang itu obat kandung bahan yang bahaya ginjal ada oknum yang sengaja masuk bahan larang jadi wabah lagi negeri,-1
dokter beda yang terimakasih dok atas konten nya,1
kemenkes nya enggak sekolah dokter kali,0
mau komentar takut tukang bakso baca dokter lee memang cerdas jujur,1
maklum saja dok ujung nanti urus cuan,1
enggak perlu saja rumah sakit dokter semua obat di resep kan dokter langsung lama yang sekolah dokter jadi pusing sendiri karena buku pandu yang tebelll banget enggak jadi nya,-1
mungkin minum obat exspayed jadi gagal cinta eh maaf gagal ginjal,1
sumpah jadi cemas banget loh gagal ginjal masuk silent killer kan enggak semua langsung keluar gejala,-1
